theta_hid_log[2], theta_out_log[1]
1.88292, 1.34715, 2.45292
1.88451, 1.34621, 2.45428
1.88609, 1.34527, 2.45563
1.88766, 1.34434, 2.45698
1.88922, 1.34342, 2.45831
1.89076, 1.3425, 2.45964
1.8923, 1.34158, 2.46096
1.89383, 1.34067, 2.46227
1.89535, 1.33977, 2.46357
1.89686, 1.33887, 2.46486
1.89836, 1.33797, 2.46615
1.89985, 1.33708, 2.46743
1.90133, 1.33619, 2.4687
1.9028, 1.33531, 2.46997
1.90426, 1.33444, 2.47123
1.90571, 1.33356, 2.47248
1.90715, 1.3327, 2.47372
1.90858, 1.33183, 2.47495
1.91001, 1.33097, 2.47618
1.91142, 1.33012, 2.4774
1.91283, 1.32927, 2.47862
1.91423, 1.32843, 2.47983
1.91562, 1.32758, 2.48103
1.917, 1.32675, 2.48222
1.91838, 1.32591, 2.48341
1.91974, 1.32509, 2.48459
1.9211, 1.32426, 2.48577
1.92245, 1.32344, 2.48694
1.92379, 1.32262, 2.4881
1.92512, 1.32181, 2.48925
1.92645, 1.321, 2.4904
1.92776, 1.3202, 2.49155
1.92907, 1.3194, 2.49268
1.93038, 1.3186, 2.49382
1.93167, 1.31781, 2.49494
1.93296, 1.31702, 2.49606
1.93424, 1.31624, 2.49717
1.93551, 1.31545, 2.49828
1.93678, 1.31468, 2.49938
1.93804, 1.3139, 2.50048
1.93929, 1.31313, 2.50157
1.94053, 1.31236, 2.50266
1.94177, 1.3116, 2.50373
1.943, 1.31084, 2.50481
1.94422, 1.31008, 2.50588
1.94544, 1.30933, 2.50694
1.94665, 1.30858, 2.508
1.94786, 1.30783, 2.50905
1.94905, 1.30709, 2.5101
1.95025, 1.30635, 2.51114
1.95143, 1.30561, 2.51218
1.95261, 1.30488, 2.51321
1.95378, 1.30415, 2.51424
1.95495, 1.30342, 2.51526
1.95611, 1.3027, 2.51628
1.95726, 1.30198, 2.51729
1.95841, 1.30126, 2.5183
1.95955, 1.30055, 2.5193
1.96069, 1.29984, 2.5203
1.96182, 1.29913, 2.52129
1.96294, 1.29843, 2.52228
1.96406, 1.29772, 2.52326
1.96517, 1.29702, 2.52424
1.96628, 1.29633, 2.52522
1.96738, 1.29564, 2.52619
1.96848, 1.29495, 2.52715
1.96957, 1.29426, 2.52811
1.97065, 1.29357, 2.52907
1.97173, 1.29289, 2.53002
1.97281, 1.29221, 2.53097
1.97388, 1.29154, 2.53191
1.97494, 1.29086, 2.53285
1.976, 1.29019, 2.53379
1.97705, 1.28953, 2.53472
1.9781, 1.28886, 2.53565
1.97915, 1.2882, 2.53657
1.98018, 1.28754, 2.53749
1.98122, 1.28688, 2.5384
1.98225, 1.28623, 2.53931
1.98327, 1.28557, 2.54022
1.98429, 1.28493, 2.54112
1.9853, 1.28428, 2.54202
1.98631, 1.28363, 2.54292
1.98732, 1.28299, 2.54381
1.98832, 1.28235, 2.5447
1.98931, 1.28172, 2.54558
1.9903, 1.28108, 2.54646
1.99129, 1.28045, 2.54734
1.99227, 1.27982, 2.54821
1.99325, 1.27919, 2.54908
1.99422, 1.27857, 2.54994
1.99519, 1.27795, 2.5508
1.99615, 1.27733, 2.55166
1.99711, 1.27671, 2.55252
1.99807, 1.27609, 2.55337
1.99902, 1.27548, 2.55422
1.99996, 1.27487, 2.55506
2.00091, 1.27426, 2.5559
2.00184, 1.27365, 2.55674
2.00278, 1.27305, 2.55757
2.00371, 1.27245, 2.5584
2.00463, 1.27185, 2.55923
2.00556, 1.27125, 2.56005
2.00647, 1.27066, 2.56087
2.00739, 1.27006, 2.56169
2.0083, 1.26947, 2.5625
2.0092, 1.26888, 2.56331
2.01011, 1.2683, 2.56412
2.011, 1.26771, 2.56493
2.0119, 1.26713, 2.56573
2.01279, 1.26655, 2.56653
2.01368, 1.26597, 2.56732
2.01456, 1.26539, 2.56811
2.01544, 1.26482, 2.5689
2.01631, 1.26425, 2.56969
2.01719, 1.26367, 2.57047
2.01805, 1.26311, 2.57125
2.01892, 1.26254, 2.57203
2.01978, 1.26197, 2.5728
2.02064, 1.26141, 2.57357
2.02149, 1.26085, 2.57434
2.02234, 1.26029, 2.57511
2.02319, 1.25974, 2.57587
2.02404, 1.25918, 2.57663
2.02488, 1.25863, 2.57739
2.02571, 1.25808, 2.57814
2.02655, 1.25753, 2.57889
2.02738, 1.25698, 2.57964
2.0282, 1.25643, 2.58039
2.02903, 1.25589, 2.58113
2.02985, 1.25535, 2.58187
2.03067, 1.2548, 2.58261
2.03148, 1.25427, 2.58334
2.03229, 1.25373, 2.58408
2.0331, 1.25319, 2.58481
2.0339, 1.25266, 2.58553
2.03471, 1.25213, 2.58626
2.0355, 1.2516, 2.58698
2.0363, 1.25107, 2.5877
2.03709, 1.25054, 2.58842
2.03788, 1.25002, 2.58913
2.03867, 1.24949, 2.58984
2.03945, 1.24897, 2.59055
2.04023, 1.24845, 2.59126
2.04101, 1.24793, 2.59197
2.04178, 1.24742, 2.59267
2.04255, 1.2469, 2.59337
2.04332, 1.24639, 2.59407
2.04409, 1.24588, 2.59476
2.04485, 1.24537, 2.59545
2.04561, 1.24486, 2.59614
2.04637, 1.24435, 2.59683
2.04712, 1.24385, 2.59752
2.04788, 1.24334, 2.5982
2.04862, 1.24284, 2.59888
2.04937, 1.24234, 2.59956
2.05011, 1.24184, 2.60024
2.05085, 1.24134, 2.60091
2.05159, 1.24084, 2.60158
2.05233, 1.24035, 2.60225
2.05306, 1.23985, 2.60292
2.05379, 1.23936, 2.60359
2.05452, 1.23887, 2.60425
2.05524, 1.23838, 2.60491
2.05597, 1.2379, 2.60557
2.04752, 1.24224, 2.59844
2.03916, 1.24653, 2.59135
2.03088, 1.25077, 2.58433
2.02269, 1.25495, 2.57736
2.01458, 1.25908, 2.57046
2.00658, 1.26315, 2.56362
1.99867, 1.26717, 2.55685
1.99086, 1.27112, 2.55014
1.98315, 1.27502, 2.54352
1.97555, 1.27885, 2.53696
1.96806, 1.28263, 2.53049
1.96067, 1.28634, 2.52409
1.9534, 1.28999, 2.51777
1.94623, 1.29359, 2.51153
1.93918, 1.29712, 2.50537
1.93223, 1.30059, 2.49929
1.9254, 1.304, 2.4933
1.91868, 1.30735, 2.48738
1.91207, 1.31065, 2.48155
1.90556, 1.31388, 2.4758
1.89917, 1.31706, 2.47013
1.89289, 1.32018, 2.46455
1.88671, 1.32325, 2.45904
1.88064, 1.32626, 2.45362
1.87467, 1.32922, 2.44827
1.86881, 1.33212, 2.44301
1.86305, 1.33497, 2.43782
1.85738, 1.33777, 2.43271
1.85182, 1.34052, 2.42768
1.84635, 1.34322, 2.42272
1.84098, 1.34587, 2.41783
1.8357, 1.34847, 2.41302
1.83052, 1.35103, 2.40828
1.82542, 1.35354, 2.40361
1.82041, 1.35601, 2.39901
1.81549, 1.35843, 2.39448
1.81065, 1.36081, 2.39001
1.8059, 1.36315, 2.38561
1.80122, 1.36545, 2.38128
1.79663, 1.36771, 2.37701
1.79211, 1.36993, 2.3728
1.78767, 1.37211, 2.36865
1.7833, 1.37426, 2.36456
1.77901, 1.37637, 2.36054
1.77479, 1.37844, 2.35657
1.77063, 1.38048, 2.35265
1.76655, 1.38249, 2.34879
1.76253, 1.38446, 2.34499
1.75857, 1.38641, 2.34123
1.75468, 1.38832, 2.33753
1.75085, 1.3902, 2.33389
1.74708, 1.39205, 2.33029
1.74337, 1.39387, 2.32674
1.73971, 1.39566, 2.32323
1.73612, 1.39743, 2.31978
1.73257, 1.39917, 2.31637
1.72908, 1.40088, 2.313
1.72565, 1.40256, 2.30968
1.72226, 1.40423, 2.30641
1.71893, 1.40586, 2.30317
1.71564, 1.40747, 2.29998
1.71241, 1.40906, 2.29682
1.70922, 1.41063, 2.29371
1.70607, 1.41217, 2.29064
1.70297, 1.41369, 2.2876
1.69991, 1.41519, 2.2846
1.6969, 1.41667, 2.28164
1.69393, 1.41813, 2.27871
1.691, 1.41957, 2.27582
1.6881, 1.42099, 2.27296
1.68525, 1.42239, 2.27014
1.68244, 1.42377, 2.26735
1.67966, 1.42514, 2.26459
1.67692, 1.42648, 2.26186
1.67422, 1.42781, 2.25916
1.67155, 1.42912, 2.2565
1.66892, 1.43041, 2.25386
1.66632, 1.43169, 2.25126
1.66375, 1.43295, 2.24868
1.66121, 1.4342, 2.24613
1.65871, 1.43543, 2.24361
1.65624, 1.43664, 2.24112
1.65379, 1.43784, 2.23865
1.65138, 1.43903, 2.23621
1.649, 1.4402, 2.2338
1.64664, 1.44136, 2.23141
1.64432, 1.44251, 2.22904
1.64202, 1.44364, 2.2267
1.63974, 1.44476, 2.22439
1.6375, 1.44586, 2.22209
1.63528, 1.44695, 2.21982
1.63308, 1.44803, 2.21757
1.63091, 1.4491, 2.21535
1.62876, 1.45016, 2.21315
1.62664, 1.4512, 2.21096
1.62454, 1.45224, 2.2088
1.62247, 1.45326, 2.20666
1.62041, 1.45427, 2.20454
1.61838, 1.45527, 2.20244
1.61637, 1.45626, 2.20036
1.61438, 1.45724, 2.1983
1.61242, 1.45821, 2.19626
1.61047, 1.45917, 2.19424
1.60854, 1.46012, 2.19223
1.60664, 1.46106, 2.19024
1.60475, 1.46199, 2.18828
1.60288, 1.46291, 2.18632
1.60103, 1.46382, 2.18439
1.5992, 1.46473, 2.18247
1.59739, 1.46562, 2.18057
1.5956, 1.46651, 2.17869
1.59382, 1.46738, 2.17682
1.59206, 1.46825, 2.17497
1.59032, 1.46911, 2.17313
1.58859, 1.46997, 2.17131
1.58688, 1.47081, 2.1695
1.58519, 1.47165, 2.16771
1.58351, 1.47247, 2.16594
1.58185, 1.4733, 2.16418
1.5802, 1.47411, 2.16243
1.57857, 1.47492, 2.16069
1.57696, 1.47572, 2.15897
1.57535, 1.47651, 2.15727
1.57377, 1.47729, 2.15558
1.57219, 1.47807, 2.1539
1.57064, 1.47884, 2.15223
1.56909, 1.47961, 2.15058
1.56756, 1.48036, 2.14894
1.56604, 1.48112, 2.14731
1.56453, 1.48186, 2.14569
1.56304, 1.4826, 2.14409
1.56156, 1.48333, 2.1425
1.56009, 1.48406, 2.14092
1.55864, 1.48478, 2.13935
1.5572, 1.48549, 2.13779
1.55577, 1.4862, 2.13625
1.55435, 1.48691, 2.13471
1.55294, 1.4876, 2.13319
1.55154, 1.4883, 2.13168
1.55016, 1.48898, 2.13018
1.54878, 1.48966, 2.12869
1.54742, 1.49034, 2.1272
1.54607, 1.49101, 2.12573
1.54473, 1.49168, 2.12427
1.5434, 1.49234, 2.12282
1.54208, 1.49299, 2.12138
1.54077, 1.49364, 2.11995
1.53947, 1.49429, 2.11853
1.53818, 1.49493, 2.11712
1.5369, 1.49556, 2.11572
1.53563, 1.49619, 2.11433
1.53437, 1.49682, 2.11295
1.53312, 1.49744, 2.11157
1.53187, 1.49806, 2.11021
1.53064, 1.49867, 2.10885
1.52942, 1.49928, 2.1075
1.5282, 1.49988, 2.10616
1.527, 1.50048, 2.10483
1.5258, 1.50108, 2.10351
1.52461, 1.50167, 2.1022
1.52343, 1.50226, 2.10089
1.52226, 1.50284, 2.09959
1.52109, 1.50342, 2.0983
1.51994, 1.50399, 2.09702
1.51879, 1.50456, 2.09575
1.51765, 1.50513, 2.09448
1.51652, 1.50569, 2.09323
1.51539, 1.50625, 2.09198
1.51428, 1.50681, 2.09073
1.51317, 1.50736, 2.0895
1.51207, 1.50791, 2.08827
1.51097, 1.50846, 2.08705
1.50989, 1.509, 2.08583
1.50881, 1.50953, 2.08463
1.50774, 1.51007, 2.08343
1.50667, 1.5106, 2.08223
1.50561, 1.51113, 2.08105
1.50456, 1.51165, 2.07987
1.50352, 1.51217, 2.07869
1.50248, 1.51269, 2.07753
1.50145, 1.5132, 2.07637
1.50042, 1.51372, 2.07522
1.4994, 1.51422, 2.07407
1.49839, 1.51473, 2.07293
1.49739, 1.51523, 2.07179
1.49639, 1.51573, 2.07067
1.49539, 1.51622, 2.06955
1.49441, 1.51672, 2.06843
1.49343, 1.51721, 2.06732
1.49245, 1.51769, 2.06622
1.49148, 1.51818, 2.06512
1.49052, 1.51866, 2.06403
1.48956, 1.51914, 2.06294
1.48861, 1.51961, 2.06186
1.48766, 1.52009, 2.06078
1.48672, 1.52056, 2.05972
1.48579, 1.52102, 2.05865
1.48486, 1.52149, 2.05759
1.48394, 1.52195, 2.05654
1.48302, 1.52241, 2.05549
1.48211, 1.52287, 2.05445
1.4812, 1.52332, 2.05341
1.48029, 1.52377, 2.05238
1.4794, 1.52422, 2.05136
1.4785, 1.52467, 2.05033
1.47762, 1.52511, 2.04932
1.47673, 1.52555, 2.04831
1.47586, 1.52599, 2.0473
1.47498, 1.52643, 2.0463
1.47412, 1.52686, 2.0453
1.47325, 1.5273, 2.04431
1.4724, 1.52773, 2.04332
1.47154, 1.52815, 2.04234
1.47069, 1.52858, 2.04136
1.46985, 1.529, 2.04039
1.46901, 1.52942, 2.03942
1.46817, 1.52984, 2.03846
1.46734, 1.53026, 2.0375
1.46652, 1.53067, 2.03655
1.46569, 1.53108, 2.0356
1.46488, 1.53149, 2.03465
1.46406, 1.5319, 2.03371
1.46325, 1.53231, 2.03277
1.46245, 1.53271, 2.03184
1.46165, 1.53311, 2.03091
1.46085, 1.53351, 2.02999
1.46006, 1.53391, 2.02907
1.45927, 1.53431, 2.02815
1.45849, 1.5347, 2.02724
1.45771, 1.53509, 2.02633
1.45693, 1.53548, 2.02543
1.45616, 1.53587, 2.02453
1.45539, 1.53625, 2.02363
1.45462, 1.53664, 2.02274
1.45386, 1.53702, 2.02185
1.4531, 1.5374, 2.02097
1.45235, 1.53778, 2.02009
1.4516, 1.53816, 2.01921
1.45085, 1.53853, 2.01834
1.45011, 1.53891, 2.01747
1.44937, 1.53928, 2.0166
1.44864, 1.53965, 2.01574
1.44791, 1.54001, 2.01488
1.44718, 1.54038, 2.01403
1.44645, 1.54075, 2.01318
1.44573, 1.54111, 2.01233
1.44501, 1.54147, 2.01149
1.4443, 1.54183, 2.01065
1.44359, 1.54219, 2.00981
1.44288, 1.54254, 2.00898
1.44217, 1.5429, 2.00815
1.44147, 1.54325, 2.00732
1.44077, 1.5436, 2.0065
1.44008, 1.54395, 2.00568
1.43939, 1.5443, 2.00486
1.4387, 1.54465, 2.00405
1.43801, 1.54499, 2.00324
1.43733, 1.54534, 2.00243
1.43665, 1.54568, 2.00163
1.43597, 1.54602, 2.00083
1.4353, 1.54636, 2.00003
1.43463, 1.5467, 1.99924
1.43396, 1.54703, 1.99845
1.4333, 1.54737, 1.99766
1.43264, 1.5477, 1.99687
1.43198, 1.54803, 1.99609
1.43132, 1.54836, 1.99531
1.43067, 1.54869, 1.99454
1.43002, 1.54902, 1.99376
1.42937, 1.54935, 1.99299
1.42873, 1.54967, 1.99223
1.42809, 1.54999, 1.99146
1.42745, 1.55032, 1.9907
1.42681, 1.55064, 1.98994
1.42618, 1.55096, 1.98919
1.42555, 1.55128, 1.98843
1.42492, 1.55159, 1.98768
1.4243, 1.55191, 1.98694
1.42367, 1.55222, 1.98619
1.42305, 1.55254, 1.98545
1.42243, 1.55285, 1.98471
1.42182, 1.55316, 1.98398
1.42121, 1.55347, 1.98324
1.4206, 1.55378, 1.98251
1.41999, 1.55408, 1.98178
1.41938, 1.55439, 1.98106
1.41878, 1.55469, 1.98033
1.41818, 1.555, 1.97961
1.41758, 1.5553, 1.97889
1.41699, 1.5556, 1.97818
1.4164, 1.5559, 1.97747
1.41581, 1.5562, 1.97676
1.41522, 1.55649, 1.97605
1.41463, 1.55679, 1.97534
1.41405, 1.55708, 1.97464
1.41347, 1.55738, 1.97394
1.41289, 1.55767, 1.97324
1.41231, 1.55796, 1.97255
1.41174, 1.55825, 1.97185
1.41116, 1.55854, 1.97116
1.41059, 1.55883, 1.97047
1.41003, 1.55912, 1.96979
1.40946, 1.5594, 1.9691
1.4089, 1.55969, 1.96842
1.40834, 1.55997, 1.96774
1.40778, 1.56026, 1.96707
1.40722, 1.56054, 1.96639
1.40667, 1.56082, 1.96572
1.40611, 1.5611, 1.96505
1.40556, 1.56138, 1.96438
1.40501, 1.56166, 1.96371
1.40447, 1.56193, 1.96305
1.40392, 1.56221, 1.96239
1.40338, 1.56248, 1.96173
1.40305, 1.56538, 1.95768
1.40273, 1.56825, 1.95369
1.40241, 1.57108, 1.94976
1.40209, 1.57388, 1.94589
1.40178, 1.57664, 1.94208
1.40148, 1.57937, 1.93832
1.40118, 1.58207, 1.93462
1.40088, 1.58474, 1.93097
1.40059, 1.58737, 1.92737
1.4003, 1.58998, 1.92382
1.40002, 1.59255, 1.92033
1.39974, 1.59509, 1.91688
1.39946, 1.5976, 1.91349
1.39919, 1.60008, 1.91014
1.39892, 1.60253, 1.90684
1.39866, 1.60496, 1.90358
1.3984, 1.60735, 1.90037
1.39814, 1.60972, 1.89721
1.39789, 1.61206, 1.89409
1.39764, 1.61437, 1.89101
1.39739, 1.61665, 1.88798
1.39715, 1.61891, 1.88498
1.39691, 1.62114, 1.88203
1.39667, 1.62335, 1.87911
1.39644, 1.62553, 1.87623
1.39621, 1.62768, 1.8734
1.39598, 1.62982, 1.8706
1.39576, 1.63192, 1.86783
1.39553, 1.63401, 1.8651
1.39532, 1.63607, 1.86241
1.3951, 1.63811, 1.85975
1.39489, 1.64012, 1.85713
1.39468, 1.64211, 1.85453
1.39447, 1.64408, 1.85198
1.39427, 1.64603, 1.84945
1.39406, 1.64796, 1.84695
1.39386, 1.64987, 1.84449
1.39367, 1.65176, 1.84205
1.39347, 1.65362, 1.83965
1.39328, 1.65547, 1.83727
1.39309, 1.6573, 1.83492
1.3929, 1.65911, 1.8326
1.39272, 1.6609, 1.83031
1.39253, 1.66267, 1.82804
1.39235, 1.66442, 1.8258
1.39217, 1.66615, 1.82359
1.39199, 1.66787, 1.8214
1.39182, 1.66957, 1.81924
1.39165, 1.67125, 1.8171
1.39147, 1.67292, 1.81499
1.39131, 1.67457, 1.8129
1.39114, 1.6762, 1.81083
1.39097, 1.67782, 1.80878
1.39081, 1.67942, 1.80676
1.39065, 1.681, 1.80476
1.39049, 1.68257, 1.80278
1.39033, 1.68413, 1.80082
1.39017, 1.68567, 1.79889
1.39002, 1.68719, 1.79697
1.38986, 1.6887, 1.79507
1.38971, 1.6902, 1.7932
1.38956, 1.69168, 1.79134
1.38941, 1.69315, 1.7895
1.38926, 1.6946, 1.78768
1.38912, 1.69605, 1.78588
1.38898, 1.69747, 1.7841
1.38883, 1.69889, 1.78233
1.38869, 1.70029, 1.78059
1.38855, 1.70168, 1.77886
1.38841, 1.70306, 1.77714
1.38828, 1.70443, 1.77545
1.38814, 1.70578, 1.77377
1.38801, 1.70712, 1.7721
1.38787, 1.70845, 1.77046
1.38774, 1.70977, 1.76882
1.38761, 1.71108, 1.76721
1.38748, 1.71237, 1.7656
1.38735, 1.71366, 1.76402
1.38722, 1.71493, 1.76244
1.3871, 1.7162, 1.76089
1.38697, 1.71745, 1.75934
1.38685, 1.71869, 1.75781
1.38673, 1.71993, 1.7563
1.38661, 1.72115, 1.75479
1.38649, 1.72236, 1.7533
1.38637, 1.72356, 1.75183
1.38625, 1.72476, 1.75036
1.38613, 1.72594, 1.74891
1.38601, 1.72711, 1.74748
1.3859, 1.72828, 1.74605
1.38579, 1.72943, 1.74464
1.38567, 1.73058, 1.74324
1.38556, 1.73172, 1.74185
1.38545, 1.73285, 1.74047
1.38534, 1.73396, 1.7391
1.38523, 1.73508, 1.73775
1.38512, 1.73618, 1.7364
1.38501, 1.73727, 1.73507
1.38491, 1.73836, 1.73375
1.3848, 1.73944, 1.73243
1.3847, 1.74051, 1.73113
1.38459, 1.74157, 1.72984
1.38449, 1.74262, 1.72856
1.38438, 1.74367, 1.72729
1.38428, 1.74471, 1.72603
1.38418, 1.74574, 1.72478
1.38408, 1.74677, 1.72354
1.38398, 1.74778, 1.72231
1.38388, 1.74879, 1.72109
1.38379, 1.74979, 1.71987
1.38369, 1.75079, 1.71867
1.38359, 1.75178, 1.71748
1.3835, 1.75276, 1.71629
1.3834, 1.75373, 1.71511
1.38331, 1.7547, 1.71394
1.38321, 1.75566, 1.71278
1.38312, 1.75662, 1.71163
1.38303, 1.75757, 1.71049
1.38294, 1.75851, 1.70936
1.38285, 1.75944, 1.70823
1.38276, 1.76037, 1.70711
1.38267, 1.7613, 1.706
1.38258, 1.76221, 1.7049
1.38249, 1.76312, 1.7038
1.3824, 1.76403, 1.70272
1.38231, 1.76493, 1.70164
1.38223, 1.76582, 1.70056
1.38214, 1.76671, 1.6995
1.38206, 1.76759, 1.69844
1.38197, 1.76847, 1.69739
1.38189, 1.76934, 1.69635
1.3818, 1.7702, 1.69531
1.38172, 1.77106, 1.69428
1.38164, 1.77192, 1.69326
1.38156, 1.77276, 1.69224
1.38148, 1.77361, 1.69123
1.3814, 1.77445, 1.69023
1.38131, 1.77528, 1.68924
1.38123, 1.77611, 1.68825
1.38116, 1.77693, 1.68726
1.38108, 1.77775, 1.68629
1.381, 1.77856, 1.68532
1.38092, 1.77937, 1.68435
1.38084, 1.78017, 1.68339
1.38077, 1.78097, 1.68244
1.38069, 1.78177, 1.68149
1.38061, 1.78256, 1.68055
1.38054, 1.78334, 1.67962
1.38046, 1.78412, 1.67869
1.38039, 1.7849, 1.67776
1.38032, 1.78567, 1.67685
1.38024, 1.78643, 1.67593
1.38017, 1.7872, 1.67503
1.3801, 1.78796, 1.67413
1.38002, 1.78871, 1.67323
1.37995, 1.78946, 1.67234
1.37988, 1.7902, 1.67145
1.37981, 1.79095, 1.67057
1.37974, 1.79168, 1.6697
1.37967, 1.79242, 1.66883
1.3796, 1.79314, 1.66796
1.37953, 1.79387, 1.6671
1.37946, 1.79459, 1.66625
1.37939, 1.79531, 1.6654
1.37933, 1.79602, 1.66455
1.37926, 1.79673, 1.66371
1.37919, 1.79743, 1.66288
1.37912, 1.79814, 1.66205
1.37906, 1.79883, 1.66122
1.37899, 1.79953, 1.6604
1.37892, 1.80022, 1.65958
1.37886, 1.80091, 1.65877
1.37879, 1.80159, 1.65796
1.37873, 1.80227, 1.65715
1.37867, 1.80295, 1.65635
1.3786, 1.80362, 1.65556
1.37854, 1.80429, 1.65477
1.37847, 1.80495, 1.65398
1.37841, 1.80562, 1.6532
1.37835, 1.80628, 1.65242
1.37829, 1.80693, 1.65164
1.37822, 1.80758, 1.65087
1.37816, 1.80823, 1.65011
1.3781, 1.80888, 1.64934
1.37804, 1.80952, 1.64859
1.37798, 1.81016, 1.64783
1.37792, 1.8108, 1.64708
1.37786, 1.81143, 1.64633
1.3778, 1.81206, 1.64559
1.37774, 1.81269, 1.64485
1.37768, 1.81331, 1.64412
1.37762, 1.81394, 1.64338
1.37756, 1.81455, 1.64266
1.3775, 1.81517, 1.64193
1.37745, 1.81578, 1.64121
1.37739, 1.81639, 1.64049
1.37733, 1.817, 1.63978
1.37727, 1.8176, 1.63907
1.37722, 1.8182, 1.63836
1.37716, 1.8188, 1.63766
1.3771, 1.81939, 1.63696
1.37705, 1.81999, 1.63626
1.37699, 1.82058, 1.63557
1.37694, 1.82116, 1.63488
1.37688, 1.82175, 1.63419
1.37683, 1.82233, 1.63351
1.37677, 1.82291, 1.63283
1.37672, 1.82349, 1.63215
1.37666, 1.82406, 1.63148
1.37661, 1.82463, 1.6308
1.37655, 1.8252, 1.63014
1.3765, 1.82576, 1.62947
1.37645, 1.82633, 1.62881
1.3764, 1.82689, 1.62815
1.3868, 1.82328, 1.63545
1.39724, 1.81965, 1.64277
1.40772, 1.81599, 1.65012
1.41822, 1.81232, 1.65748
1.42875, 1.80862, 1.66486
1.4393, 1.80491, 1.67225
1.44986, 1.80119, 1.67965
1.46042, 1.79745, 1.68706
1.47099, 1.7937, 1.69447
1.48155, 1.78994, 1.70187
1.4921, 1.78617, 1.70927
1.50263, 1.7824, 1.71666
1.51314, 1.77862, 1.72403
1.52362, 1.77484, 1.73139
1.53407, 1.77106, 1.73873
1.54447, 1.76728, 1.74604
1.55483, 1.7635, 1.75333
1.56514, 1.75973, 1.76058
1.57538, 1.75597, 1.7678
1.58557, 1.75221, 1.77498
1.59569, 1.74847, 1.78212
1.60574, 1.74474, 1.78921
1.61571, 1.74102, 1.79626
1.62561, 1.73732, 1.80325
1.63541, 1.73364, 1.8102
1.64513, 1.72997, 1.81709
1.65476, 1.72633, 1.82392
1.6643, 1.72271, 1.83069
1.67374, 1.71911, 1.8374
1.68307, 1.71554, 1.84405
1.69231, 1.71199, 1.85063
1.70144, 1.70846, 1.85715
1.71046, 1.70497, 1.8636
1.71938, 1.7015, 1.86998
1.72819, 1.69806, 1.87629
1.73689, 1.69465, 1.88253
1.74547, 1.69127, 1.8887
1.75395, 1.68792, 1.8948
1.76231, 1.6846, 1.90082
1.77057, 1.68132, 1.90678
1.77871, 1.67806, 1.91266
1.78673, 1.67484, 1.91847
1.79465, 1.67165, 1.9242
1.80245, 1.6685, 1.92987
1.81014, 1.66537, 1.93546
1.81773, 1.66228, 1.94098
1.8252, 1.65922, 1.94643
1.83257, 1.6562, 1.95181
1.83982, 1.65321, 1.95712
1.84697, 1.65025, 1.96235
1.85402, 1.64732, 1.96752
1.86096, 1.64443, 1.97262
1.8678, 1.64157, 1.97766
1.87454, 1.63874, 1.98262
1.88117, 1.63594, 1.98752
1.88771, 1.63318, 1.99236
1.89415, 1.63044, 1.99713
1.9005, 1.62774, 2.00183
1.90675, 1.62507, 2.00648
1.91291, 1.62242, 2.01106
1.91898, 1.61981, 2.01558
1.92496, 1.61723, 2.02004
1.93085, 1.61468, 2.02444
1.93665, 1.61215, 2.02879
1.94237, 1.60966, 2.03308
1.948, 1.60719, 2.03731
1.95355, 1.60475, 2.04148
1.95902, 1.60234, 2.0456
1.96442, 1.59996, 2.04967
1.96973, 1.5976, 2.05369
1.97497, 1.59527, 2.05765
1.98013, 1.59297, 2.06156
1.98523, 1.59069, 2.06543
1.99025, 1.58843, 2.06924
1.99519, 1.5862, 2.07301
2.00007, 1.584, 2.07673
2.00489, 1.58182, 2.0804
2.00963, 1.57966, 2.08403
2.01431, 1.57752, 2.08761
2.01893, 1.57541, 2.09115
2.02348, 1.57333, 2.09464
2.02797, 1.57126, 2.0981
2.03241, 1.56921, 2.10151
2.03678, 1.56719, 2.10488
2.0411, 1.56519, 2.10821
2.04535, 1.56321, 2.1115
2.04956, 1.56125, 2.11476
2.05371, 1.55931, 2.11797
2.0578, 1.55739, 2.12115
2.06185, 1.55549, 2.12429
2.06584, 1.55361, 2.1274
2.06978, 1.55174, 2.13047
2.07367, 1.5499, 2.13351
2.07751, 1.54807, 2.13651
2.08131, 1.54626, 2.13948
2.08506, 1.54447, 2.14241
2.08876, 1.5427, 2.14532
2.09242, 1.54094, 2.14819
2.09604, 1.5392, 2.15103
2.09961, 1.53748, 2.15385
2.10314, 1.53577, 2.15663
2.10663, 1.53408, 2.15938
2.11007, 1.53241, 2.1621
2.11348, 1.53075, 2.1648
2.11685, 1.52911, 2.16747
2.12018, 1.52748, 2.1701
2.12347, 1.52586, 2.17272
2.12672, 1.52426, 2.1753
2.12994, 1.52268, 2.17787
2.13312, 1.52111, 2.1804
2.13627, 1.51955, 2.18291
2.13938, 1.51801, 2.1854
2.14246, 1.51648, 2.18786
2.14551, 1.51496, 2.19029
2.14852, 1.51345, 2.19271
2.1515, 1.51196, 2.1951
2.15445, 1.51048, 2.19747
2.15737, 1.50902, 2.19981
2.16025, 1.50756, 2.20214
2.16311, 1.50612, 2.20444
2.16594, 1.50469, 2.20672
2.16874, 1.50328, 2.20898
2.17151, 1.50187, 2.21122
2.17425, 1.50047, 2.21344
2.17697, 1.49909, 2.21564
2.17966, 1.49772, 2.21782
2.18232, 1.49635, 2.21998
2.18495, 1.495, 2.22212
2.18756, 1.49366, 2.22424
2.19015, 1.49233, 2.22634
